,bnf_code,special_count,non_special_count,special_names,non_special_names
97,0406000W0AAAMAM,1,1,Ketamine hydrochloride powder,Ketamine hydrochloride powder
98,0407020Y0AAADAD,1,1,Nalbuphine 20mg/2ml solution for injection ampoules,Nalbuphine 20mg/2ml solution for injection ampoules
99,0408020W0AAAHAH,1,1,Midazolam 2mg/ml oral solution sugar free,Midazolam 2mg/ml oral solution sugar free
100,0409020G0AAACAC,1,1,Biperiden 2mg tablets,Biperiden 2mg tablets
101,0501021E0AAADAD,1,1,Cefoxitin 1g powder for solution for injection vials,Cefoxitin 1g powder for solution for injection vials
102,0501021E0AAAEAE,1,1,Cefoxitin 2g powder for solution for injection vials,Cefoxitin 2g powder for solution for injection vials
103,0501030F0AAAIAI,1,1,Demeclocycline 150mg tablets,Demeclocycline 150mg tablets
104,0501080T0AAAAAA,1,1,Sulfamethoxypyridazine 500mg tablets,Sulfamethoxypyridazine 500mg tablets
105,0602010V0AAFWFW,1,1,Levothyroxine sodium 200microgram powder for solution for injection vials,Levothyroxine sodium 200microgram powder for solution for injection vials
106,0605020E0AAASAS,1,1,Desmopressin 150micrograms/dose nasal spray,Desmopressin 150micrograms/dose nasal spray
107,0801030L0AAABAB,1,1,Mercaptopurine 10mg tablets,Mercaptopurine 10mg tablets
108,0801050BUAAAAAA,1,1,"Asparaginase 5,000unit powder for solution for injection vials","Asparaginase 5,000unit powder for solution for injection vials"
109,0801050BUAAABAB,1,1,"Asparaginase 10,000unit powder for solution for injection vials","Asparaginase 10,000unit powder for solution for injection vials"
110,0803020L0AAAAAA,1,1,Megestrol 40mg tablets,Megestrol 40mg tablets
111,0803020L0AAAGAG,1,1,Megestrol 200mg/5ml oral suspension,Megestrol 200mg/5ml oral suspension
112,0906031C0AAAPAP,1,1,Ascorbic acid 250mg tablets,Ascorbic acid 250mg tablets
113,0906040G0AACHCH,1,1,"Colecalciferol 300,000units/1ml solution for injection ampoules","Colecalciferol 300,000units/1ml solution for injection ampoules"
114,1001040K0AAADAD,1,1,Probenecid 250mg tablets,Probenecid 250mg tablets
115,1502010G0AAAUAU,1,1,Cocaine 4% topical solution,Cocaine 4% topical solution
116,0101010C0AAAHAH,1,1,Aluminium hydroxide 500mg chewable tablets,Aluminium hydroxide 500mg chewable tablets
117,0101010I0AAACAC,1,1,Magnesium oxide 160mg capsules,Magnesium oxide 160mg capsules
118,0101012B0AAALAL,1,1,Sodium bicarbonate mixture paediatric,Sodium bicarbonate mixture paediatric
119,0101012B0AAAUAU,2,1,"Sodium bicarbonate 420mg/5ml (1mmol/ml) oral solution, Sodium bicarbonate 420mg/5ml (1mmol/ml) oral suspension",Sodium bicarbonate 420mg/5ml (1mmol/ml) oral solution
120,0103010D0AAAGAG,1,1,Cimetidine 200mg/5ml oral suspension sugar free,Cimetidine 200mg/5ml oral suspension sugar free
121,0103030S0AAAAAA,1,1,Sucralfate 1g tablets,Sucralfate 1g tablets
122,0106040L0AAAEAE,1,1,Magnesium sulfate mixture,Magnesium sulfate mixture
123,0212000U0AAABAB,1,1,Nicotinic acid 50mg tablets,Nicotinic acid 50mg tablets
124,0307000C0AAAJAJ,1,1,Acetylcysteine 600mg effervescent tablets,Acetylcysteine 600mg effervescent tablets
125,030902020AAAAAA,1,1,Potassium iodide ammoniated mixture,Potassium iodide ammoniated mixture
126,0309020T0AAAAAA,1,1,Ipecacuanha alkaline mixture,Ipecacuanha alkaline mixture
127,0309020T0AAABAB,1,1,Ipecacuanha mixture paediatric,Ipecacuanha mixture paediatric
128,0309020T0AAACAC,1,1,Ipecacuanha and Ammonia mixture paediatric,Ipecacuanha and Ammonia mixture paediatric
129,0309020T0AAADAD,1,1,Ipecacuanha opiate mixture paediatric,Ipecacuanha opiate mixture paediatric
130,0401010ADAADEDE,1,1,Melatonin 5mg/5ml oral suspension,Melatonin 5mg/5ml oral suspension alcohol free
131,0401010S0AAABAB,1,1,Potassium bromide mixture,Potassium bromide mixture
132,0403020M0AAABAB,1,1,Phenelzine 15mg capsules,Phenelzine 15mg capsules
133,0406000R0AAAHAH,1,1,Nabilone 500microgram capsules,Nabilone 500microgram capsules
134,0407010H0AACPCP,1,1,Paracetamol 500mg/5ml oral suspension,Paracetamol 500mg/5ml oral solution
135,0407020P0AAAIAI,1,1,Morphine and Cocaine elixir,Morphine and Cocaine elixir
136,040801060AAA1A1,1,1,Clobazam 5mg/5ml oral suspension,Clobazam 5mg/5ml oral solution
137,040801060AAA2A2,1,1,Clobazam 50mg/5ml oral suspension,Clobazam 50mg/5ml oral solution
138,040801060AAA3A3,1,1,Clobazam 25mg/5ml oral suspension,Clobazam 25mg/5ml oral solution
139,040801060AAA4A4,1,1,Clobazam 10mg/5ml oral suspension,Clobazam 10mg/5ml oral solution
140,040801060AAA5A5,1,1,Clobazam 7.5mg/5ml oral suspension,Clobazam 7.5mg/5ml oral solution
141,040801060AAA6A6,1,1,Clobazam 750micrograms/5ml oral suspension,Clobazam 750micrograms/5ml oral solution
142,040801060AAA7A7,1,1,Clobazam 15mg/5ml oral suspension,Clobazam 15mg/5ml oral solution
143,040801060AAA8A8,1,1,Clobazam 1mg/5ml oral suspension,Clobazam 1mg/5ml oral solution
144,040801060AAA9A9,1,1,Clobazam 8mg/5ml oral suspension,Clobazam 8mg/5ml oral solution
145,040801060AABABA,1,1,Clobazam 2.5mg/5ml oral suspension,Clobazam 2.5mg/5ml oral solution
146,040801060AABKBK,1,1,Clobazam 4mg/5ml oral suspension,Clobazam 4mg/5ml oral solution
147,040801060AABLBL,1,1,Clobazam 3.5mg/5ml oral suspension,Clobazam 3.5mg/5ml oral solution
148,040801060AABNBN,1,1,Clobazam 2mg/5ml oral suspension,Clobazam 2mg/5ml oral solution
149,040801060AABPBP,1,1,Clobazam 3.75mg/5ml oral suspension,Clobazam 3.75mg/5ml oral solution
150,040801060AABSBS,1,1,Clobazam 20mg/5ml oral suspension,Clobazam 20mg/5ml oral solution
151,040801060AABUBU,1,1,Clobazam 250micrograms/5ml oral suspension,Clobazam 250micrograms/5ml oral solution
152,040801060AABWBW,1,1,Clobazam 600micrograms/5ml oral suspension,Clobazam 600micrograms/5ml oral solution
153,040801060AABXBX,1,1,Clobazam 7mg/5ml oral suspension,Clobazam 7mg/5ml oral solution
154,040801060AABYBY,1,1,Clobazam 12.5mg/5ml oral suspension,Clobazam 12.5mg/5ml oral solution
155,040801060AABZBZ,1,1,Clobazam 1.5mg/5ml oral suspension,Clobazam 1.5mg/5ml oral solution
156,040801060AACACA,1,1,Clobazam 6mg/5ml oral suspension,Clobazam 6mg/5ml oral solution
157,040801060AACBCB,1,1,Clobazam 32.5mg/5ml oral suspension,Clobazam 32.5mg/5ml oral solution
158,040801060AACCCC,1,1,Clobazam 9mg/5ml oral suspension,Clobazam 9mg/5ml oral solution
159,040801060AACDCD,1,1,Clobazam 500micrograms/5ml oral suspension,Clobazam 500micrograms/5ml oral solution
160,040801060AACFCF,1,1,Clobazam 100mg/5ml oral suspension,Clobazam 100mg/5ml oral solution
161,040801060AACHCH,1,1,Clobazam 120mg/5ml oral suspension,Clobazam 120mg/5ml oral solution
162,040801060AACLCL,1,1,Clobazam 1.25mg/5ml oral suspension,Clobazam 1.25mg/5ml oral solution
163,0408010F0AABEBE,1,1,Clonazepam 500micrograms/5ml oral suspension,Clonazepam 500micrograms/5ml oral solution
164,0408010F0AABSBS,1,1,Clonazepam 2mg/5ml oral suspension,Clonazepam 2mg/5ml oral solution
165,0501090U0AAAAAA,1,1,Streptomycin 1g powder for solution for injection vials,Streptomycin 1g powder for solution for injection vials
166,0501100J0AAAAAA,1,1,Thalidomide 100mg tablets,Thalidomide 100mg tablets
167,0501100J0AAAIAI,1,1,Thalidomide 50mg tablets,Thalidomide 50mg tablets
168,0501100J0AAAJAJ,1,1,Thalidomide 25mg tablets,Thalidomide 25mg tablets
169,0601021E0AAAAAA,1,1,Chlorpropamide 100mg tablets,Chlorpropamide 100mg tablets
170,0604011D0AAALAL,1,1,Ethinylestradiol 2microgram tablets,Ethinylestradiol 2microgram tablets
171,0901030I0AAACAC,1,1,Deferiprone 400mg capsules,Deferiprone 400mg capsules
172,0902012L0AAA5A5,1,1,Sodium chloride compound mixture,Sodium chloride compound mixture
173,090502100AAAMAM,1,1,Phosphate 0.98mmol/ml / Sodium 0.78mmol/ml oral solution,Joulies phosphate 0.98mmol/ml oral solution
174,0906040G0AABFBF,1,1,Colecalciferol 600unit capsules,Colecalciferol 600unit capsules
175,0906040G0AABMBM,1,1,"Colecalciferol 10,000units/ml oral solution","Colecalciferol 10,000units/ml oral solution"
176,0906040G0AADJDJ,1,1,Colecalciferol 500unit capsules,Vitamin D3 500IU capsules
177,0906040G0AADYDY,1,1,"Colecalciferol 3,000unit capsules","Colecalciferol 3,000unit capsules"
178,0906040N0AAEWEW,1,1,Ergocalciferol 12.5microgram tablets,Ergocalciferol 12.5microgram tablets
179,0906050T0AAAPAP,1,1,Alpha tocopheryl acetate 100mg chewable tablets,Alpha tocopheryl acetate 100mg chewable tablets
180,0906060Q0AABCBC,1,1,Phytomenadione 10mg capsules,Phytomenadione 10mg capsules
181,0907000H0AAAAAA,1,1,Gentian acid mixture,Gentian acid mixture
182,091101000AACSCS,1,1,Arginine 500mg capsules,Arginine 500mg capsules
183,0913191A0AAABAB,1,1,Fructose powder,Fructose powder
184,1001050A0AAADAD,1,1,Glucosamine hydrochloride 500mg / Chondroitin 400mg chewable tablets,Glucosamine hydrochloride 500mg / Chondroitin 400mg chewable tablets
185,100201000AAAEAE,1,1,Amifampridine 20mg tablets,"3,4-Diaminopyridine 20mg tablets"
186,1201010S0AAAAAA,1,1,Hydrogen peroxide 1.5% ear drops,Hydrogen peroxide 1.5% ear drops
187,1203040P0AAAAAA,1,1,Sodium chloride compound mouthwash,Sodium chloride compound mouthwash
188,1305020S0AAAEAE,1,1,Salicylic acid 2% lotion,Salicylic acid 2% lotion
189,1306010T0AAABAB,1,1,Salicylic acid 3% / Sulfur 3% ointment,Salicylic acid 3% / Sulfur 3% ointment
190,1307000J0AAABAB,1,1,Podophyllin paint,Podophyllin paint
191,1307000M0AABVBV,4,1,"Salicylic acid 10% in Emulsifying ointment, Salicylic acid 10% in Hydrous ointment, Salicylic acid 10% in White soft paraffin, Salicylic acid 10% in Yellow soft paraffin",Salicylic acid 10% ointment
192,1311020L0AAAQAQ,1,1,Chlorhexidine gluconate 0.05% solution,Chlorhexidine gluconate 0.05% irrigation solution 500ml bottles
193,1311030A0AAAKAK,1,1,Laurilsulfate 10% solution in water,Sodium lauryl sulfate 10% in water
194,1311060Q0AAABAB,1,1,Potassium permanganate 0.1% topical solution,Potassium permanganate 0.1% topical solution
195,1311060R0AAAAAA,1,1,Proflavine 0.1% solution,Proflavine 0.1% solution
196,1311060Z0AAAAAA,1,1,Zinc sulfate 1% lotion,Zinc sulfate 1% lotion
197,190607000AAAGAG,1,1,Ginger syrup,Ginger syrup
198,190900000AAASAS,1,1,Sodium benzoate powder,Sodium benzoate powder
199,0101010C0AAAMAM,1,0,Aluminium hydroxide 475mg/5ml oral suspension,
200,0101010F0AAAUAU,1,0,Magnesium carbonate heavy 500mg capsules,
201,0101010I0AAABAB,1,0,Magnesium oxide 100mg capsules,
202,0101010I0AAADAD,1,0,Magnesium oxide 200mg capsules,
203,0101010I0AAAHAH,1,0,Magnesium oxide 400mg capsules,
204,0101010I0AAAJAJ,1,0,Magnesium oxide 10mg capsules,
205,0101010I0AAALAL,1,0,Magnesium oxide 160mg tablets,
206,0101010I0AAAMAM,1,0,Magnesium oxide 250mg capsules,
207,0101010I0AAATAT,1,0,Magnesium oxide 320mg capsules,
208,0101010I0AAAUAU,1,0,Magnesium oxide 300mg capsules,
209,0101010I0AAAVAV,1,0,Magnesium oxide 150mg/5ml oral suspension,
210,0101010I0AAAXAX,1,0,Magnesium oxide 500mg tablets,
211,0101010I0AAAYAY,1,0,Magnesium oxide 500mg capsules,
212,0101010I0AABGBG,1,0,Magnesium oxide 160mg/5ml oral suspension,
213,0101010I0AABIBI,1,0,Magnesium oxide 400mg tablets,
214,0101010I0AABPBP,1,0,Magnesium oxide 133mg tablets,
215,0101010I0AABQBQ,1,0,Magnesium oxide 375mg capsules,
216,0101010I0AABRBR,1,0,Magnesium oxide 375mg tablets,
217,0101010I0AABSBS,1,0,Magnesium oxide 250mg tablets,
218,0101010I0AABTBT,1,0,Magnesium oxide 280mg capsules,
219,0101010N0AAABAB,1,0,Antacid and Oxetacaine oral suspension,
220,0101012B0AAATAT,1,0,Sodium bicarbonate 4.2g oral powder sachets,
221,0101012B0AAAVAV,1,0,Sodium bicarbonate 210mg/5ml oral solution,
222,0101012B0AAAWAW,1,0,Sodium bicarbonate 1g/5ml oral suspension,
223,0101012B0AAAYAY,2,0,"Sodium bicarbonate 425mg/5ml oral suspension, Sodium bicarbonate 425mg/5ml oral solution",
224,0101012B0AAAZAZ,1,0,Sodium bicarbonate 333mg/5ml oral solution,
225,0101012B0AABABA,2,0,"Sodium bicarbonate 500mg/5ml oral suspension, Sodium bicarbonate 500mg/5ml oral solution",
226,0101012B0AABBBB,2,0,"Sodium bicarbonate 293mg/5ml oral suspension, Sodium bicarbonate 293mg/5ml oral solution",
227,0101012B0AABDBD,2,0,"Sodium bicarbonate 70mg/5ml oral suspension, Sodium bicarbonate 70mg/5ml oral solution",
228,0101012B0AABEBE,2,0,"Sodium bicarbonate 290mg/5ml oral suspension, Sodium bicarbonate 290mg/5ml oral solution",
229,0101012B0AABFBF,2,0,"Sodium bicarbonate 252mg/5ml oral suspension, Sodium bicarbonate 252mg/5ml oral solution",
230,0101012B0AABGBG,2,0,"Sodium bicarbonate 168mg/5ml oral suspension, Sodium bicarbonate 168mg/5ml oral solution",
231,0101012B0AABHBH,1,0,Sodium bicarbonate 100mg/5ml oral solution,
232,0101012B0AABIBI,2,0,"Sodium bicarbonate 588mg/5ml oral suspension, Sodium bicarbonate 588mg/5ml oral solution",
233,0101012B0AABJBJ,2,0,"Sodium bicarbonate 40mg/5ml oral suspension, Sodium bicarbonate 40mg/5ml oral solution",
234,0101012B0AABKBK,2,0,"Sodium bicarbonate 292mg/5ml oral suspension, Sodium bicarbonate 292mg/5ml oral solution",
235,0101012B0AABLBL,2,0,"Sodium bicarbonate 20mg/5ml oral suspension, Sodium bicarbonate 20mg/5ml oral solution",
236,0101012B0AABMBM,2,0,"Sodium bicarbonate 336mg/5ml oral suspension, Sodium bicarbonate 336mg/5ml oral solution",
237,0101012B0AABNBN,2,0,"Sodium bicarbonate 250mg/5ml oral suspension, Sodium bicarbonate 250mg/5ml oral solution",
238,0101012B0AABPBP,2,0,"Sodium bicarbonate 10mg/5ml oral suspension, Sodium bicarbonate 10mg/5ml oral solution",
239,0101012B0AABQBQ,2,0,"Sodium bicarbonate 45mg/5ml oral suspension, Sodium bicarbonate 45mg/5ml oral solution",
240,0101012B0AABRBR,2,0,"Sodium bicarbonate 2.1g/5ml oral suspension, Sodium bicarbonate 2.1g/5ml oral solution",
241,0101012B0AABSBS,1,0,Sodium bicarbonate 50mg/5ml oral suspension,
242,0101012B0AABTBT,2,0,"Sodium bicarbonate 300mg/5ml oral suspension, Sodium bicarbonate 300mg/5ml oral solution",
243,0101012B0AABUBU,2,0,"Sodium bicarbonate 52.5mg/5ml oral suspension, Sodium bicarbonate 52.5mg/5ml oral solution",
244,0101012B0AABXBX,1,0,Sodium bicarbonate 50mg/5ml oral solution,
245,0101021C0AAANAN,1,0,Calcium carbonate 300mg capsules,
246,0101021C0AAAPAP,1,0,Calcium carbonate 500mg capsules,
247,0101021C0AAATAT,1,0,Calcium carbonate 300mg tablets,
248,0101021C0AABDBD,1,0,Calcium carbonate 250mg tablets,
249,0101021C0AABQBQ,1,0,Calcium carbonate 400mg capsules,
250,0101021C0AACCCC,1,0,Calcium carbonate 200mg/5ml oral suspension,
251,0101021C0AACDCD,1,0,Calcium carbonate 1g/5ml oral suspension,
252,0101021C0AACECE,1,0,Calcium carbonate 250mg/5ml oral suspension,
253,0101021C0AACICI,1,0,Calcium carbonate 250mg dispersible tablets,
254,0101021C0AACJCJ,1,0,Calcium carbonate 62.5mg/5ml oral suspension,
255,0101021C0AACKCK,1,0,Calcium carbonate 1.25g/5ml oral suspension,
256,0101021C0AACLCL,1,0,Calcium carbonate 360mg/5ml oral suspension,
257,0101021C0AACMCM,1,0,Calcium carbonate 5mg/5ml oral suspension,
258,0101021C0AACNCN,1,0,Calcium carbonate 1.564g/5ml oral suspension,
259,0101021C0AACPCP,1,0,Calcium carbonate 60mg/5ml oral suspension,
260,0101021C0AACRCR,1,0,Calcium carbonate 300mg/5ml oral suspension,
261,0101021C0AACSCS,1,0,Calcium carbonate 800mg/5ml oral suspension,
262,0101021C0AACTCT,1,0,Calcium carbonate 100mg/5ml oral suspension,
263,0101021C0AACUCU,1,0,Calcium carbonate 125mg/5ml oral suspension,
264,0101021C0AACVCV,1,0,Calcium carbonate 400mg/5ml oral suspension,
265,0101021C0AACWCW,1,0,Calcium carbonate 120mg/5ml oral suspension,
266,0101021C0AACXCX,1,0,Calcium carbonate 600mg/5ml oral suspension,
267,0101021C0AACYCY,1,0,Calcium carbonate 500mg/5ml oral suspension,
268,0101021C0AACZCZ,1,0,Calcium carbonate 625mg capsules,
269,0102000ACAAAPAP,1,0,Atropine 500micrograms/5ml oral suspension,
270,0102000ACAAAQAQ,1,0,Atropine 200micrograms/5ml oral solution,
271,0102000ACAAARAR,1,0,Atropine 600micrograms/5ml oral solution,
272,0102000ACAAASAS,2,0,"Atropine 300micrograms/5ml oral solution, Atropine 300micrograms/5ml oral suspension",
273,0102000ACAAATAT,1,0,Atropine 50micrograms/5ml oral solution,
274,0102000ACAAAUAU,1,0,Atropine 850micrograms/5ml oral solution,
275,0102000ACAAAVAV,1,0,Atropine 100micrograms/5ml oral solution,
276,0102000ACAAAWAW,2,0,"Atropine 400micrograms/5ml oral solution, Atropine 400micrograms/5ml oral suspension",
277,0102000ACAAAXAX,1,0,Atropine 150micrograms/5ml oral solution,
278,0102000ACAAAYAY,1,0,Atropine 5mg/5ml oral solution,
279,0102000ACAAAZAZ,2,0,"Atropine 250micrograms/5ml oral solution, Atropine 250micrograms/5ml oral suspension",
280,0102000ACAABABA,1,0,Atropine 500micrograms/5ml oral solution,
281,0102000L0AAADAD,2,0,"Glycopyrronium bromide 1mg/5ml oral solution, Glycopyrronium bromide 1mg/5ml oral suspension",
282,0102000L0AAAFAF,2,0,"Glycopyrronium bromide 750micrograms/5ml oral solution, Glycopyrronium bromide 750micrograms/5ml oral suspension",
283,0102000L0AAAGAG,2,0,"Glycopyrronium bromide 600micrograms/5ml oral solution, Glycopyrronium bromide 600micrograms/5ml oral suspension",
284,0102000L0AAAHAH,2,0,"Glycopyrronium bromide 3mg/5ml oral suspension, Glycopyrronium bromide 3mg/5ml oral solution",
285,0102000L0AAAIAI,2,0,"Glycopyrronium bromide 2mg/5ml oral solution, Glycopyrronium bromide 2mg/5ml oral suspension",
286,0102000L0AAALAL,2,0,"Glycopyrronium bromide 1.25mg/5ml oral suspension, Glycopyrronium bromide 1.25mg/5ml oral solution",
287,0102000L0AAAMAM,2,0,"Glycopyrronium bromide 350micrograms/5ml oral solution, Glycopyrronium bromide 350micrograms/5ml oral suspension",
288,0102000L0AAANAN,2,0,"Glycopyrronium bromide 400micrograms/5ml oral solution, Glycopyrronium bromide 400micrograms/5ml oral suspension",
289,0102000L0AAAPAP,2,0,"Glycopyrronium bromide 80micrograms/5ml oral solution, Glycopyrronium bromide 80micrograms/5ml oral suspension",
290,0102000L0AAAQAQ,2,0,"Glycopyrronium bromide 250micrograms/5ml oral solution, Glycopyrronium bromide 250micrograms/5ml oral suspension",
291,0102000L0AAARAR,2,0,"Glycopyrronium bromide 800micrograms/5ml oral suspension, Glycopyrronium bromide 800micrograms/5ml oral solution",
292,0102000L0AAASAS,2,0,"Glycopyrronium bromide 1.8mg/5ml oral solution, Glycopyrronium bromide 1.8mg/5ml oral suspension",
